domain,sources
develgs.com,Gainsight; primary
develgs.net,Gainsight; primary
gainsight.co.jp,Gainsight
gainsight.info,Gainsight; primary
gainsight.us,Gainsight; primary
gainsightapp.net,Gainsight; primary
staysight.info,Gainsight
staysight.org,Gainsight
