domain,sources
caribou.fr,primary
caribouglobal.ca,primary
carijeux.fr,primary
carimail.fr,primary
chroma-modulo.fr,primary
dirtydanceswing.fr,primary
epargne-mutualiste.fr,primary
epargne-sagesse.fr,primary
mon-partenaire-credit.fr,primary
prix-gout-sante.fr,primary
prixgoutsante.fr,primary
total-gonflage.com,primary
